date,PLTU Bangka (257 tags),PLTU Kendari (114 tags),PLTU Pulang Pisau (129 tags),PLTU Tidore (2150 tags)
2020-01-01,0.4093709468223087,,82.65773040482343,
2020-01-02,0.4093709468223087,,82.94573643410853,
2020-01-03,0.29317985300475574,,82.94573643410853,
2020-01-04,0.38910505836575876,,82.94573643410853,
2020-01-05,0.41072200605274534,,82.94573643410853,
2020-01-06,0.1432122784262862,,82.94573643410853,
2020-01-07,0.412073065283182,,82.94573643410853,
2020-01-08,0.4093709468223087,,82.94573643410853,
2020-01-09,0.2918287937743191,,82.94573643410853,
2020-01-10,0.38640293990488545,,82.94573643410853,
2020-01-11,0.4093709468223087,,82.94573643410853,
2020-01-12,0.14051015996541288,,82.94573643410853,
2020-01-13,0.4093709468223087,,82.94573643410853,
2020-01-14,0.29317985300475574,,82.94573643410853,
2020-01-15,0.38640293990488545,,82.94573643410853,
2020-01-16,0.4093709468223087,,82.94573643410853,
2020-01-17,0.14186121919584954,,82.94573643410853,
2020-01-18,0.4093709468223087,,82.94573643410853,
2020-01-19,0.4093709468223087,,82.94573643410853,
2020-01-20,0.29317985300475574,,82.94573643410853,
2020-01-21,0.38640293990488545,,82.94573643410853,
2020-01-22,0.41072200605274534,,82.94573643410853,
2020-01-23,0.14051015996541288,,82.94573643410853,
2020-01-24,0.4093709468223087,,82.94573643410853,
2020-01-25,0.4093709468223087,,82.94573643410853,
2020-01-26,0.2918287937743191,,82.94573643410853,
2020-01-27,0.38640293990488545,,82.94573643410853,
2020-01-28,0.29317985300475574,,82.94573643410853,
2020-01-29,0.2594033722438392,,82.94573643410853,
2020-01-30,0.4093709468223087,,82.94573643410853,
2020-01-31,0.2945309122351924,,82.94573643410853,
2020-02-01,0.38910505836575876,,82.94573643410853,
2020-02-02,0.4093709468223087,,82.94573643410853,
2020-02-03,0.14186121919584954,,82.94573643410853,
2020-02-04,0.41072200605274534,,82.94573643410853,
2020-02-05,0.41072200605274534,,82.94573643410853,
2020-02-06,0.29317985300475574,,82.94573643410853,
2020-02-07,0.3877539991353221,,82.94573643410853,
2020-02-08,0.412073065283182,,82.94573643410853,
2020-02-09,0.1432122784262862,,82.94573643410853,
2020-02-10,0.412073065283182,,82.94573643410853,
2020-02-11,0.2945309122351924,,82.94573643410853,
2020-02-12,0.3904561175961954,,82.94573643410853,
2020-02-13,0.41072200605274534,,82.94573643410853,
2020-02-14,0.1432122784262862,,82.94573643410853,
2020-02-15,0.412073065283182,,82.94573643410853,
2020-02-16,0.41072200605274534,,82.94573643410853,
2020-02-17,0.2945309122351924,,82.94573643410853,
2020-02-18,0.38910505836575876,,82.94573643410853,
2020-02-19,0.4093709468223087,,82.94573643410853,
2020-02-20,0.1432122784262862,,82.94573643410853,
2020-02-21,0.408019887591872,,82.94573643410853,
2020-02-22,0.41072200605274534,,82.94573643410853,
2020-02-23,0.2918287937743191,,82.94573643410853,
2020-02-24,0.3850518806744488,,82.94573643410853,
2020-02-25,0.29317985300475574,,82.94573643410853,
2020-02-26,0.26075443147427585,,82.94573643410853,
2020-02-27,0.4093709468223087,,82.94573643410853,
2020-02-28,0.29317985300475574,,82.94573643410853,
2020-02-29,0.38910505836575876,,82.94573643410853,
2020-03-01,0.4093709468223087,,82.94573643410853,
2020-03-02,0.13780804150453957,,82.94573643410853,
2020-03-03,0.3999135322092521,,82.94573643410853,
2020-03-04,0.3985624729788154,,82.94573643410853,
2020-03-05,0.27021184608733245,,82.94573643410853,
2020-03-06,0.32560527453523563,,82.94573643410853,
2020-03-07,0.3229031560743623,,82.94573643410853,
2020-03-08,0.10268050151318633,,82.94573643410853,
2020-03-09,0.3647859922178988,,82.94573643410853,
2020-03-10,0.2945309122351924,,82.94573643410853,
2020-03-11,0.41342412451361865,,82.94573643410853,
2020-03-12,0.3918071768266321,,82.94573643410853,
2020-03-13,0.14186121919584954,,82.94573643410853,
2020-03-14,0.41342412451361865,,82.94573643410853,
2020-03-15,0.41342412451361865,,82.94573643410853,
2020-03-16,0.29317985300475574,,82.94573643410853,
2020-03-17,0.3918071768266321,,82.94573643410853,
2020-03-18,0.41342412451361865,,82.94573643410853,
2020-03-19,0.14186121919584954,,82.94573643410853,
2020-03-20,0.41342412451361865,,82.94573643410853,
2020-03-21,0.29317985300475574,,82.94573643410853,
2020-03-22,0.412073065283182,,82.94573643410853,
2020-03-23,0.38910505836575876,,82.94573643410853,
2020-03-24,0.2945309122351924,,82.94573643410853,
2020-03-25,0.2621054907047125,,82.94573643410853,
2020-03-26,0.41342412451361865,,82.94573643410853,
2020-03-27,0.2945309122351924,,82.94573643410853,
2020-03-28,0.3918071768266321,,82.94573643410853,
2020-03-29,0.41477518374405536,,82.94573643410853,
2020-03-30,0.1432122784262862,,82.94573643410853,
2020-03-31,0.41342412451361865,,82.94573643410853,
2020-04-01,0.412073065283182,,82.94573643410853,
